2 : 24 20 19 17 13  9  1  0
1 : 25 23 22 21 18 14 10  7  5  3  2 16  6  0
2 : 26 15 12 11  8 16  6  0
4 : 15 12 11  8 16  6  0
1 :  4 15 12 11  8 16  6  0
